"group","axis","value"
"A-Mei Chang","energy",0.38
"A-Mei Chang","liveness",0.409
"A-Mei Chang","tempo",123.971
"A-Trak","danceability",0.7048
"A-Trak","energy",0.7302
"A-Trak","liveness",0.17292
"A-Trak","tempo",131.1848
"A. Caminha","danceability",0.589
"A. Caminha","energy",0.421
"A. Caminha","liveness",0.193
"A. Caminha","tempo",130.272
"A. Jaziukevičius","danceability",0.339
"A. Jaziukevičius","energy",0.121
"A. Jaziukevičius","liveness",0.63
"A. Jaziukevičius","tempo",105.446
"A. L. Lloyd","danceability",0.5765
"A. L. Lloyd","energy",0.2
"A. L. Lloyd","liveness",0.157
"A. L. Lloyd","tempo",133.2625
"A. Likiardopoulou","danceability",0.357
"A. Likiardopoulou","energy",0.306
"A. Likiardopoulou","liveness",0.121
"A. Likiardopoulou","tempo",111.982
"A. M. Rajah","danceability",0.55595
"A. M. Rajah","energy",0.48975
"A. M. Rajah","liveness",0.213195
"A. M. Rajah","tempo",130.84785
"A. Manetta","danceability",0.704
"A. Manetta","energy",0.722
"A. Manetta","liveness",0.297
"A. Manetta","tempo",129.992
"A. Merangulian","danceability",0.366
"A. Merangulian","energy",0.253
"A. Merangulian","liveness",0.0992
"A. Merangulian","tempo",145.377
"A. Merangulian with folk instrumental ensemble","danceability",0.508
"A. Merangulian with folk instrumental ensemble","energy",0.441
"A. Merangulian with folk instrumental ensemble","liveness",0.314
"A. Merangulian with folk instrumental ensemble","tempo",111.486
"A. P. Komala","danceability",0.517
"A. P. Komala","energy",0.717
"A. P. Komala","liveness",0.4078
"A. P. Komala","tempo",93.298
"A. R. Ojha","danceability",0.640333333
"A. R. Ojha","energy",0.186222222
"A. R. Ojha","liveness",0.181666667
"A. R. Ojha","tempo",124.5526667
"A. R. Oza","danceability",0.68547619
"A. R. Oza","energy",0.221047619
"A. R. Oza","liveness",0.217809524
"A. R. Oza","tempo",114.622619
"A. R. Qureshi","danceability",0.63325
"A. R. Qureshi","energy",0.3165
"A. R. Qureshi","liveness",0.36325
"A. R. Qureshi","tempo",140.767125
"A. Xatzixristos","danceability",0.564
"A. Xatzixristos","energy",0.39
"A. Xatzixristos","liveness",0.114
"A. Xatzixristos","tempo",105.9
"A.B. Quintanilla III","danceability",0.745333333
"A.B. Quintanilla III","energy",0.813
"A.B. Quintanilla III","liveness",0.215633333
"A.B. Quintanilla III","tempo",114.1973333
"A.B. Quintanilla III Y Los Kumbia Kings","danceability",0.768
"A.B. Quintanilla III Y Los Kumbia Kings","energy",0.721315789
"A.B. Quintanilla III Y Los Kumbia Kings","liveness",0.233463158
"A.B. Quintanilla III Y Los Kumbia Kings","tempo",138.5614737
"A.C. Reed","danceability",0.501
"A.C. Reed","energy",0.44
"A.C. Reed","liveness",0.107
"A.C. Reed","tempo",82.489
"A.C. Smyth","danceability",0.118
"A.C. Smyth","energy",0.0775
"A.C. Smyth","liveness",0.104
"A.C. Smyth","tempo",169.421
"A.CHAL","danceability",0.734
"A.CHAL","energy",0.472
"A.CHAL","liveness",0.102
"A.CHAL","tempo",190.011
"A.G.","danceability",0.781
"A.G.","energy",0.7335
"A.G.","liveness",0.1061
"A.G.","tempo",92.1815
"A.J. Croce","danceability",0.411
"A.J. Croce","energy",0.68
"A.J. Croce","liveness",0.353
"A.J. Croce","tempo",110.205
"A.Loraarrero","danceability",0.622
"A.Loraarrero","energy",0.344
"A.Loraarrero","liveness",0.323333333
"A.Loraarrero","tempo",111.8956667
"A.R. Kane","danceability",0.581
"A.R. Kane","energy",0.831
"A.R. Kane","liveness",0.0497
"A.R. Kane","tempo",117.035
"A.R. Rahman","danceability",0.653666667
"A.R. Rahman","energy",0.556333333
"A.R. Rahman","liveness",0.082066667
"A.R. Rahman","tempo",119.4456667
"A.l.t.","danceability",0.798
"A.l.t.","energy",0.561
"A.l.t.","liveness",0.0446
"A.l.t.","tempo",83.971
"A2M","danceability",0.968
"A2M","energy",0.785
"A2M","liveness",0.272
"A2M","tempo",119.953
"A7S","danceability",0.789
"A7S","energy",0.72
"A7S","liveness",0.129
"A7S","tempo",122.031
"ABBA","danceability",0.575636364
"ABBA","energy",0.647973554
"ABBA","liveness",0.192939669
"ABBA","tempo",121.8772314
"ABC","danceability",0.6827
"ABC","energy",0.8059
"ABC","liveness",0.18308
"ABC","tempo",122.0336
"ABN","danceability",0.75725
"ABN","energy",0.72525
"ABN","liveness",0.22275
"ABN","tempo",137.1425
"ABSRDST","danceability",0.651
"ABSRDST","energy",0.793
"ABSRDST","liveness",0.178
"ABSRDST","tempo",146.07
"AC/DC","danceability",0.46912
"AC/DC","energy",0.850753333
"AC/DC","liveness",0.291534
"AC/DC","tempo",128.7065667
"ACOT","danceability",0.73
"ACOT","energy",0.567
"ACOT","liveness",0.105
"ACOT","tempo",119.997
"AFI","danceability",0.3928
"AFI","energy",0.8801
"AFI","liveness",0.2168
"AFI","tempo",126.5737
"AJ Meijer","danceability",0.529
"AJ Meijer","energy",0.33
"AJ Meijer","liveness",0.0916
"AJ Meijer","tempo",111.131
"AJ Michalka","danceability",0.75
"AJ Michalka","energy",0.513
"AJ Michalka","liveness",0.0755
"AJ Michalka","tempo",90.998
"AJ Mitchell","danceability",0.604
"AJ Mitchell","energy",0.526875
"AJ Mitchell","liveness",0.0766
"AJ Mitchell","tempo",111.603375
"AJ Rafael","danceability",0.68
"AJ Rafael","energy",0.4596
"AJ Rafael","liveness",0.13936
"AJ Rafael","tempo",113.7878
"AJ Tracey","danceability",0.871
"AJ Tracey","energy",0.87
"AJ Tracey","liveness",0.109
"AJ Tracey","tempo",150.147
"AJJ","danceability",0.508
"AJJ","energy",0.646571429
"AJJ","liveness",0.351442857
"AJJ","tempo",100.1091429
"AJR","danceability",0.599245283
"AJR","energy",0.647056604
"AJR","liveness",0.168877358
"AJR","tempo",113.4057925
"AL-X The Great","danceability",0.797
"AL-X The Great","energy",0.518
"AL-X The Great","liveness",0.0954
"AL-X The Great","tempo",139.988
"ALI","danceability",0.578
"ALI","energy",0.875
"ALI","liveness",0.351
"ALI","tempo",133.964
"ALISA UENO","danceability",0.699
"ALISA UENO","energy",0.7
"ALISA UENO","liveness",0.152
"ALISA UENO","tempo",102.023
"ALLBLACK","danceability",0.882
"ALLBLACK","energy",0.775
"ALLBLACK","liveness",0.701
"ALLBLACK","tempo",98.023
"ALO","danceability",0.815
"ALO","energy",0.412
"ALO","liveness",0.129
"ALO","tempo",87.983
"AMG","danceability",0.829666667
"AMG","energy",0.493666667
"AMG","liveness",0.1394
"AMG","tempo",101.9806667
"ANTONIS NTALGKAS","danceability",0.48880198
"ANTONIS NTALGKAS","energy",0.406584158
"ANTONIS NTALGKAS","liveness",0.182718812
"ANTONIS NTALGKAS","tempo",111.6854455
"AOA","danceability",0.758
"AOA","energy",0.858
"AOA","liveness",0.201
"AOA","tempo",119.992
"APB","danceability",0.601
"APB","energy",0.677
"APB","liveness",0.0721
"APB","tempo",136.421
"APO Hiking Society","danceability",0.478266667
"APO Hiking Society","energy",0.495
"APO Hiking Society","liveness",0.179493333
"APO Hiking Society","tempo",122.7926
"ARIANNA BAGAGLINI","danceability",0.669
"ARIANNA BAGAGLINI","energy",0.283
"ARIANNA BAGAGLINI","liveness",0.102
"ARIANNA BAGAGLINI","tempo",85.956
"ARTY","danceability",0.574
"ARTY","energy",0.781
"ARTY","liveness",0.2495
"ARTY","tempo",128.007
"ASIAN KUNG-FU GENERATION","danceability",0.417
"ASIAN KUNG-FU GENERATION","energy",0.9185
"ASIAN KUNG-FU GENERATION","liveness",0.136
"ASIAN KUNG-FU GENERATION","tempo",156.3535
"ATB","danceability",0.680333333
"ATB","energy",0.918666667
"ATB","liveness",0.189266667
"ATB","tempo",131.479
"ATEEZ","danceability",0.5685
"ATEEZ","energy",0.9335
"ATEEZ","liveness",0.3655
"ATEEZ","tempo",113.973
"ATL","danceability",0.919
"ATL","energy",0.687
"ATL","liveness",0.0928
"ATL","tempo",132.884
"ATR Son Son","danceability",0.904
"ATR Son Son","energy",0.252
"ATR Son Son","liveness",0.104
"ATR Son Son","tempo",117.994
"ATaste Of Honey","danceability",0.797
"ATaste Of Honey","energy",0.548
"ATaste Of Honey","liveness",0.0994
"ATaste Of Honey","tempo",123.686
"8-Aug","danceability",0.409
"8-Aug","energy",0.678
"8-Aug","liveness",0.167
"8-Aug","tempo",89.968
"AURORA","danceability",0.431
"AURORA","energy",0.27652
"AURORA","liveness",0.1402
"AURORA","tempo",122.563
"AViVA","danceability",0.675333333
"AViVA","energy",0.605666667
"AViVA","liveness",0.224333333
"AViVA","tempo",143.3213333
"AWAY","danceability",0.72
"AWAY","energy",0.633
"AWAY","liveness",0.122
"AWAY","tempo",140.027
"AWOLNATION","danceability",0.644304348
"AWOLNATION","energy",0.700869565
"AWOLNATION","liveness",0.254113043
"AWOLNATION","tempo",138.4678696
"AZ","danceability",0.726578947
"AZ","energy",0.646368421
"AZ","liveness",0.236668421
"AZ","tempo",97.83542105
"Aadesh Shrivastava","danceability",0.665
"Aadesh Shrivastava","energy",0.908
"Aadesh Shrivastava","liveness",0.0798
"Aadesh Shrivastava","tempo",98.811
"Aage Braarud","danceability",0.43
"Aage Braarud","energy",0.271
"Aage Braarud","liveness",0.139
"Aage Braarud","tempo",135.713
"Aaliyah","danceability",0.682638889
"Aaliyah","energy",0.599055556
"Aaliyah","liveness",0.220127778
"Aaliyah","tempo",124.3175833
"Aalon","danceability",0.558
"Aalon","energy",0.452
"Aalon","liveness",0.0632
"Aalon","tempo",134.339
"Aaries","danceability",0.613
"Aaries","energy",0.568
"Aaries","liveness",0.0879
"Aaries","tempo",127.24
"Aaron Carter","danceability",0.8645
"Aaron Carter","energy",0.89
"Aaron Carter","liveness",0.061275
"Aaron Carter","tempo",113.5235
"Aaron Copland","danceability",0.347450355
"Aaron Copland","energy",0.160833688
"Aaron Copland","liveness",0.154592908
"Aaron Copland","tempo",106.7104681
"Aaron Hall","danceability",0.709944444
"Aaron Hall","energy",0.669611111
"Aaron Hall","liveness",0.238455556
"Aaron Hall","tempo",125.4054444
"Aaron Kamm and the One Drops","danceability",0.785
"Aaron Kamm and the One Drops","energy",0.645
"Aaron Kamm and the One Drops","liveness",0.0867
"Aaron Kamm and the One Drops","tempo",110.013
"Aaron Krause","danceability",0.325
"Aaron Krause","energy",0.201
"Aaron Krause","liveness",0.0977
"Aaron Krause","tempo",81.869
"Aaron Kwok","danceability",0.557
"Aaron Kwok","energy",0.635
"Aaron Kwok","liveness",0.103
"Aaron Kwok","tempo",80.018
"Aaron Lansing","danceability",0.413
"Aaron Lansing","energy",0.0211
"Aaron Lansing","liveness",0.11425
"Aaron Lansing","tempo",94.446
"Aaron Lewis","danceability",0.586655172
"Aaron Lewis","energy",0.618517241
"Aaron Lewis","liveness",0.199096552
"Aaron Lewis","tempo",130.2987931
"Aaron Lohr","danceability",0.5245
"Aaron Lohr","energy",0.396
"Aaron Lohr","liveness",0.198666667
"Aaron Lohr","tempo",128.7728333
"Aaron May","danceability",0.7735
"Aaron May","energy",0.4975
"Aaron May","liveness",0.133
"Aaron May","tempo",141.0915
"Aaron Neville","danceability",0.538615385
"Aaron Neville","energy",0.382946154
"Aaron Neville","liveness",0.123484615
"Aaron Neville","tempo",131.7279231
"Aaron Shaw","danceability",0.353
"Aaron Shaw","energy",0.694
"Aaron Shaw","liveness",0.611
"Aaron Shaw","tempo",89.017
"Aaron Shust","danceability",0.5015
"Aaron Shust","energy",0.6705
"Aaron Shust","liveness",0.19175
"Aaron Shust","tempo",113.99
"Aaron Smith","danceability",0.7355
"Aaron Smith","energy",0.734
"Aaron Smith","liveness",0.1945
"Aaron Smith","tempo",119.9395
"Aaron Tippin","danceability",0.652454545
"Aaron Tippin","energy",0.648272727
"Aaron Tippin","liveness",0.158972727
"Aaron Tippin","tempo",113.9722727
"Aaron Tveit","danceability",0.51275
"Aaron Tveit","energy",0.497
"Aaron Tveit","liveness",0.09025
"Aaron Tveit","tempo",122.951
"Aaron Watson","danceability",0.612
"Aaron Watson","energy",0.545125
"Aaron Watson","liveness",0.12255
"Aaron Watson","tempo",131.260625
"Aaron Y Su Grupo Ilusion","danceability",0.632818182
"Aaron Y Su Grupo Ilusion","energy",0.622909091
"Aaron Y Su Grupo Ilusion","liveness",0.100854545
"Aaron Y Su Grupo Ilusion","tempo",134.7369091
"Aaron Zigman","danceability",0.445
"Aaron Zigman","energy",0.0123
"Aaron Zigman","liveness",0.169
"Aaron Zigman","tempo",58.875
"Aarti Mukherji","danceability",0.368888889
"Aarti Mukherji","energy",0.325888889
"Aarti Mukherji","liveness",0.196866667
"Aarti Mukherji","tempo",131.6088889
"Aaryn Doyle","danceability",0.712
"Aaryn Doyle","energy",0.872
"Aaryn Doyle","liveness",0.296
"Aaryn Doyle","tempo",101.072
"Aase Ziegler","danceability",0.357
"Aase Ziegler","energy",0.246
"Aase Ziegler","liveness",0.3195
"Aase Ziegler","tempo",97.7235
"Aazar","danceability",0.63
"Aazar","energy",0.851
"Aazar","liveness",0.0939
"Aazar","tempo",150.054
"Ab-Soul","danceability",0.647421053
"Ab-Soul","energy",0.693315789
"Ab-Soul","liveness",0.299478947
"Ab-Soul","tempo",116.0115263
"Abandon All Ships","danceability",0.313
"Abandon All Ships","energy",0.961
"Abandon All Ships","liveness",0.12
"Abandon All Ships","tempo",138.721
"Abbasuddin Ahmed","danceability",0.543073171
"Abbasuddin Ahmed","energy",0.208692683
"Abbasuddin Ahmed","liveness",0.182560976
"Abbasuddin Ahmed","tempo",113.6639024
"Abbey Lincoln","danceability",0.447714286
"Abbey Lincoln","energy",0.472857143
"Abbey Lincoln","liveness",0.261714286
"Abbey Lincoln","tempo",81.337
"Abby Anderson","danceability",0.406
"Abby Anderson","energy",0.427
"Abby Anderson","liveness",0.108
"Abby Anderson","tempo",158.802
"Abdel Aziz Mahmoud","danceability",0.4162
"Abdel Aziz Mahmoud","energy",0.4498
"Abdel Aziz Mahmoud","liveness",0.5538
"Abdel Aziz Mahmoud","tempo",106.046
"Abdel Halim Hafez","danceability",0.41026087
"Abdel Halim Hafez","energy",0.377
"Abdel Halim Hafez","liveness",0.401878261
"Abdel Halim Hafez","tempo",118.5102174
"Abdul","danceability",0.599
"Abdul","energy",0.104
"Abdul","liveness",0.108
"Abdul","tempo",131.624
"Abdul Halim Chowdhry","danceability",0.425
"Abdul Halim Chowdhry","energy",0.167
"Abdul Halim Chowdhry","liveness",0.148
"Abdul Halim Chowdhry","tempo",95.668
"Abdul Khader","danceability",0.475
"Abdul Khader","energy",0.745
"Abdul Khader","liveness",0.253
"Abdul Khader","tempo",135.044
"Abdulial Mahi","danceability",0.464
"Abdulial Mahi","energy",0.258
"Abdulial Mahi","liveness",0.53
"Abdulial Mahi","tempo",161.644
"Abel Zavala","danceability",0.527111111
"Abel Zavala","energy",0.497444444
"Abel Zavala","liveness",0.345711111
"Abel Zavala","tempo",119.2708889
"Abha Mukherjee","danceability",0.347
"Abha Mukherjee","energy",0.454
"Abha Mukherjee","liveness",0.153
"Abha Mukherjee","tempo",71.532
"Abha Sarkar","danceability",0.518
"Abha Sarkar","energy",0.236
"Abha Sarkar","liveness",0.113
"Abha Sarkar","tempo",109.832
"Abhayapada Chatterjee","danceability",0.48825
"Abhayapada Chatterjee","energy",0.06465
"Abhayapada Chatterjee","liveness",0.245
"Abhayapada Chatterjee","tempo",120.875
"Abhi The Nomad","danceability",0.722
"Abhi The Nomad","energy",0.5885
"Abhi The Nomad","liveness",0.17185
"Abhi The Nomad","tempo",106.4485
"Abhishek Bachchan","danceability",0.866
"Abhishek Bachchan","energy",0.4925
"Abhishek Bachchan","liveness",0.08155
"Abhishek Bachchan","tempo",94.013
"Abhram Bhagat","danceability",0.536
"Abhram Bhagat","energy",0.2615
"Abhram Bhagat","liveness",0.20825
"Abhram Bhagat","tempo",97.8895
"Abigail Moura","danceability",0.621
"Abigail Moura","energy",0.758
"Abigail Moura","liveness",0.121
"Abigail Moura","tempo",87.435
"Abir","danceability",0.656
"Abir","energy",0.729
"Abir","liveness",0.133
"Abir","tempo",95.974
"Aboriginal Songman","danceability",0.409
"Aboriginal Songman","energy",0.0365
"Aboriginal Songman","liveness",0.127
"Aboriginal Songman","tempo",79.765
"Above & Beyond","danceability",0.6455
"Above & Beyond","energy",0.648
"Above & Beyond","liveness",0.158
"Above & Beyond","tempo",135.001
"Above The Law","danceability",0.699
"Above The Law","energy",0.926
"Above The Law","liveness",0.0522
"Above The Law","tempo",97.842
"Abracadabra","danceability",0.617
"Abracadabra","energy",0.372
"Abracadabra","liveness",0.159
"Abracadabra","tempo",131.562
"Abraham Goldfaden","danceability",0.283142857
"Abraham Goldfaden","energy",0.204857143
"Abraham Goldfaden","liveness",0.273285714
"Abraham Goldfaden","tempo",106.2971429
"Abraham Gustavito","danceability",0.633
"Abraham Gustavito","energy",0.351
"Abraham Gustavito","liveness",0.323
"Abraham Gustavito","tempo",120.137
"Abraham Vazquez","danceability",0.614
"Abraham Vazquez","energy",0.793
"Abraham Vazquez","liveness",0.377
"Abraham Vazquez","tempo",105.228
"Abram Chasins","danceability",0.604333333
"Abram Chasins","energy",0.103583333
"Abram Chasins","liveness",0.146216667
"Abram Chasins","tempo",113.2733333
"Abrasive Wheels","danceability",0.162
"Abrasive Wheels","energy",0.874
"Abrasive Wheels","liveness",0.086
"Abrasive Wheels","tempo",150.709
"Absis","danceability",0.512
"Absis","energy",0.212
"Absis","liveness",0.149
"Absis","tempo",170.668
"Absofacto","danceability",0.688
"Absofacto","energy",0.582
"Absofacto","liveness",0.0663
"Absofacto","tempo",85.486
"Abstract","danceability",0.641
"Abstract","energy",0.538
"Abstract","liveness",0.205
"Abstract","tempo",79.038
"Academia dos Renascidos","danceability",0.5753
"Academia dos Renascidos","energy",0.21375
"Academia dos Renascidos","liveness",0.139925
"Academia dos Renascidos","tempo",104.0245
"Academy Of Choir Art Of Russia","danceability",0.176
"Academy Of Choir Art Of Russia","energy",0.275
"Academy Of Choir Art Of Russia","liveness",0.106
"Academy Of Choir Art Of Russia","tempo",103.964
"Academy Of London","danceability",0.14665
"Academy Of London","energy",0.0127
"Academy Of London","liveness",0.1009
"Academy Of London","tempo",133.3905
"Academy of Ancient Music","danceability",0.334272727
"Academy of Ancient Music","energy",0.1948
"Academy of Ancient Music","liveness",0.174681818
"Academy of Ancient Music","tempo",115.4035455
"Academy of St. Martin in the Fields","danceability",0.25483662
"Academy of St. Martin in the Fields","energy",0.096639155
"Academy of St. Martin in the Fields","liveness",0.140494366
"Academy of St. Martin in the Fields","tempo",99.16421127
"Academy of St. Martin in the Fields Chorus","danceability",0.259433333
"Academy of St. Martin in the Fields Chorus","energy",0.181233333
"Academy of St. Martin in the Fields Chorus","liveness",0.139666667
"Academy of St. Martin in the Fields Chorus","tempo",101.6081667
"Acapulco Tropical","danceability",0.68
"Acapulco Tropical","energy",0.536
"Acapulco Tropical","liveness",0.141
"Acapulco Tropical","tempo",137.502
"Accademia I Filarmonici","danceability",0.43725
"Accademia I Filarmonici","energy",0.27525
"Accademia I Filarmonici","liveness",0.18535
"Accademia I Filarmonici","tempo",115.5995
"Accept","danceability",0.423555556
